id,station,line_number,line_name,dt,passenger_cnt
4133,Румянцево,8.0,СОКОЛЬНИЧЕСКАЯ,21.03.2024,10600.0
4134,Ростокино,1698.0,Московское центральное кольцо,21.03.2024,5309.0
4135,Римская,18.0,ЛЮБЛИНСКАЯ,21.03.2024,14573.0
4136,Рижская,15.0,КАЛУЖСКО-РИЖСКАЯ,21.03.2024,14544.0
4137,Рижская,1749.0,Большая кольцевая линия,21.03.2024,1835.0
4138,Речной вокзал,9.0,ЗАМОСКВОРЕЦКАЯ,21.03.2024,4758.0
4139,Рассказовка,1691.0,Солнцевская,21.03.2024,6313.0
4140,Раменки,14.0,КАЛИНИНСКАЯ,21.03.2024,2660.0
4141,Раменки,1691.0,Солнцевская,21.03.2024,11437.0
4142,Пятницкое шоссе,12.0,Арбатско-Покровская,21.03.2024,19702.0
4143,Пыхтино,1691.0,Солнцевская,21.03.2024,5362.0
4144,Пушкинская,16.0,Таганско-краснопресненская,21.03.2024,13673.0
4145,Профсоюзная,15.0,КАЛУЖСКО-РИЖСКАЯ,21.03.2024,8782.0
4146,Проспект Мира,15.0,КАЛУЖСКО-РИЖСКАЯ,21.03.2024,10779.0
4147,Проспект Мира,609.0,КОЛЬЦЕВАЯ,21.03.2024,5265.0
4148,Проспект Вернадского,1749.0,Большая кольцевая линия,21.03.2024,10197.0
4149,Проспект Вернадского,8.0,СОКОЛЬНИЧЕСКАЯ,21.03.2024,8628.0
4150,Пролетарская,16.0,Таганско-краснопресненская,21.03.2024,10670.0
4151,Прокшино,8.0,СОКОЛЬНИЧЕСКАЯ,21.03.2024,1992.0
4152,Преображенская площадь,8.0,СОКОЛЬНИЧЕСКАЯ,21.03.2024,3391.0
4153,Пражская,17.0,Серпуховско-Тимирязевская,21.03.2024,9138.0
4154,Полянка,17.0,Серпуховско-Тимирязевская,21.03.2024,1917.0
4155,Полежаевская,16.0,Таганско-краснопресненская,21.03.2024,13588.0
4156,Площадь Революции,12.0,Арбатско-Покровская,21.03.2024,16805.0
4157,Площадь Ильича,14.0,КАЛИНИНСКАЯ,21.03.2024,9584.0
4158,Площадь Гагарина,1698.0,Московское центральное кольцо,21.03.2024,4632.0
4159,Планерная,16.0,Таганско-краснопресненская,21.03.2024,18193.0
4160,Пионерская,13.0,ФИЛЁВСКАЯ,21.03.2024,16710.0
4161,Печатники,1749.0,Большая кольцевая линия,21.03.2024,3324.0
4162,Печатники,18.0,ЛЮБЛИНСКАЯ,21.03.2024,4089.0
4163,Петровско-Разумовская,17.0,Серпуховско-Тимирязевская,21.03.2024,16981.0
4164,Петровско-Разумовская,18.0,ЛЮБЛИНСКАЯ,21.03.2024,7703.0
4165,Петровский парк,1691.0,Солнцевская,21.03.2024,10707.0
4166,Петровский парк,1749.0,Большая кольцевая линия,21.03.2024,3854.0
4167,Перово,14.0,КАЛИНИНСКАЯ,21.03.2024,6902.0
4168,Первомайская,12.0,Арбатско-Покровская,21.03.2024,4511.0
4169,Партизанская,12.0,Арбатско-Покровская,21.03.2024,7781.0
4170,Парк Победы,12.0,Арбатско-Покровская,21.03.2024,11946.0
4171,Парк Победы,1691.0,Солнцевская,21.03.2024,12200.0
4172,Парк культуры,609.0,КОЛЬЦЕВАЯ,21.03.2024,18760.0
4173,Парк культуры,8.0,СОКОЛЬНИЧЕСКАЯ,21.03.2024,15487.0
4174,Панфиловская,1698.0,Московское центральное кольцо,21.03.2024,12487.0
4175,Павелецкая,9.0,ЗАМОСКВОРЕЦКАЯ,21.03.2024,1730.0
4176,Павелецкая,609.0,КОЛЬЦЕВАЯ,21.03.2024,6598.0
4177,Охотный ряд,8.0,СОКОЛЬНИЧЕСКАЯ,21.03.2024,9688.0
4178,Отрадное,17.0,Серпуховско-Тимирязевская,21.03.2024,8641.0
4179,Орехово,9.0,ЗАМОСКВОРЕЦКАЯ,21.03.2024,4242.0
4180,Ольховая,8.0,СОКОЛЬНИЧЕСКАЯ,21.03.2024,11782.0
4181,Октябрьское поле,16.0,Таганско-краснопресненская,21.03.2024,15601.0
4182,Октябрьская,609.0,КОЛЬЦЕВАЯ,21.03.2024,4163.0
4183,Октябрьская,15.0,КАЛУЖСКО-РИЖСКАЯ,21.03.2024,6758.0
4184,Окская,1779.0,НЕКРАСОВСКАЯ,21.03.2024,13169.0
4185,Окружная,18.0,ЛЮБЛИНСКАЯ,21.03.2024,8783.0
4186,Окружная,1698.0,Московское центральное кольцо,21.03.2024,2996.0
4187,Озёрная,1691.0,Солнцевская,21.03.2024,2685.0
4188,Новые Черёмушки,15.0,КАЛУЖСКО-РИЖСКАЯ,21.03.2024,6780.0
4189,Новоясеневская,15.0,КАЛУЖСКО-РИЖСКАЯ,21.03.2024,13647.0
4190,Новохохловская,1698.0,Московское центральное кольцо,21.03.2024,13228.0
4191,Новослободская,609.0,КОЛЬЦЕВАЯ,21.03.2024,1053.0
4192,Новопеределкино,1691.0,Солнцевская,21.03.2024,2494.0
4193,Новокузнецкая,9.0,ЗАМОСКВОРЕЦКАЯ,21.03.2024,15726.0
4194,Новокосино,14.0,КАЛИНИНСКАЯ,21.03.2024,16263.0
4195,Новогиреево,14.0,КАЛИНИНСКАЯ,21.03.2024,16378.0
4196,Новаторская,1749.0,Большая кольцевая линия,21.03.2024,18727.0
4197,Нижегородская,1698.0,Московское центральное кольцо,21.03.2024,5429.0
4198,Нижегородская,1749.0,Большая кольцевая линия,21.03.2024,18849.0
4199,Нижегородская,1779.0,НЕКРАСОВСКАЯ,21.03.2024,3157.0
4200,Некрасовка,1779.0,НЕКРАСОВСКАЯ,21.03.2024,3068.0
4201,Нахимовский Проспект,17.0,Серпуховско-Тимирязевская,21.03.2024,9342.0
4202,Народное Ополчение,1749.0,Большая кольцевая линия,21.03.2024,9991.0
4203,Нагорная,17.0,Серпуховско-Тимирязевская,21.03.2024,3306.0
4204,Нагатинский затон,1749.0,Большая кольцевая линия,21.03.2024,17883.0
4205,Нагатинская,17.0,Серпуховско-Тимирязевская,21.03.2024,17100.0
4206,Мякинино,12.0,Арбатско-Покровская,21.03.2024,19357.0
4207,Москва-Сити,1698.0,Московское центральное кольцо,21.03.2024,16630.0
4208,Молодёжная,12.0,Арбатско-Покровская,21.03.2024,6063.0
4209,Мнёвники,1749.0,Большая кольцевая линия,21.03.2024,4324.0
4210,Мичуринский проспект,1749.0,Большая кольцевая линия,21.03.2024,3541.0
4211,Мичуринский проспект,1691.0,Солнцевская,21.03.2024,9912.0
4212,Митино,12.0,Арбатско-Покровская,21.03.2024,12123.0
4213,Минская,14.0,КАЛИНИНСКАЯ,21.03.2024,17681.0
4214,Минская,1691.0,Солнцевская,21.03.2024,18129.0
4215,Менделеевская,17.0,Серпуховско-Тимирязевская,21.03.2024,16458.0
4216,Медведково,15.0,КАЛУЖСКО-РИЖСКАЯ,21.03.2024,5016.0
4217,Маяковская,9.0,ЗАМОСКВОРЕЦКАЯ,21.03.2024,12810.0
4218,Марьино,18.0,ЛЮБЛИНСКАЯ,21.03.2024,10253.0
4219,Марьина Роща,1749.0,Большая кольцевая линия,21.03.2024,16234.0
4220,Марьина Роща,18.0,ЛЮБЛИНСКАЯ,21.03.2024,1736.0
4221,Марксистская,14.0,КАЛИНИНСКАЯ,21.03.2024,19218.0
4222,Люблино,18.0,ЛЮБЛИНСКАЯ,21.03.2024,19397.0
4223,Лухмановская,1779.0,НЕКРАСОВСКАЯ,21.03.2024,2943.0
4224,Лужники,1698.0,Московское центральное кольцо,21.03.2024,1790.0
4225,Лубянка,8.0,СОКОЛЬНИЧЕСКАЯ,21.03.2024,8072.0
4226,Ломоносовский проспект,14.0,КАЛИНИНСКАЯ,21.03.2024,3718.0
4227,Ломоносовский проспект,1691.0,Солнцевская,21.03.2024,14564.0
4228,Локомотив,1698.0,Московское центральное кольцо,21.03.2024,17337.0
4229,Лихоборы,1698.0,Московское центральное кольцо,21.03.2024,6824.0
4230,Лианозово,18.0,ЛЮБЛИНСКАЯ,21.03.2024,16821.0
4231,Лефортово,1749.0,Большая кольцевая линия,21.03.2024,17538.0
4232,Лефортово,1779.0,НЕКРАСОВСКАЯ,21.03.2024,14904.0
4233,Лесопарковая,1500.0,БУТОВСКАЯ ЛИНИЯ,21.03.2024,8858.0
4234,Лермонтовский проспект,16.0,Таганско-краснопресненская,21.03.2024,5569.0
4235,Ленинский Проспект,15.0,КАЛУЖСКО-РИЖСКАЯ,21.03.2024,7389.0
4236,Кутузовская,1698.0,Московское центральное кольцо,21.03.2024,15828.0
4237,Кутузовская,13.0,ФИЛЁВСКАЯ,21.03.2024,15518.0
4238,Курская,12.0,Арбатско-Покровская,21.03.2024,16459.0
4239,Курская,609.0,КОЛЬЦЕВАЯ,21.03.2024,9392.0
4240,Кунцевская,12.0,Арбатско-Покровская,21.03.2024,12619.0
4241,Кунцевская,1749.0,Большая кольцевая линия,21.03.2024,17508.0
4242,Кунцевская,13.0,ФИЛЁВСКАЯ,21.03.2024,12733.0
4243,Кузьминки,16.0,Таганско-краснопресненская,21.03.2024,18373.0
4244,Кузнецкий мост,16.0,Таганско-краснопресненская,21.03.2024,2895.0
4245,Крымская,1698.0,Московское центральное кольцо,21.03.2024,12922.0
4246,Крылатское,12.0,Арбатско-Покровская,21.03.2024,14686.0
4247,Кропоткинская,8.0,СОКОЛЬНИЧЕСКАЯ,21.03.2024,6995.0
4248,Крестьянская застава,18.0,ЛЮБЛИНСКАЯ,21.03.2024,6479.0
4249,Красные ворота,8.0,СОКОЛЬНИЧЕСКАЯ,21.03.2024,14243.0
4250,Красносельская,8.0,СОКОЛЬНИЧЕСКАЯ,21.03.2024,4628.0
4251,Краснопресненская,609.0,КОЛЬЦЕВАЯ,21.03.2024,12380.0
4252,Красногвардейская,9.0,ЗАМОСКВОРЕЦКАЯ,21.03.2024,16600.0
4253,Котельники,16.0,Таганско-краснопресненская,21.03.2024,15483.0
4254,Косино,1779.0,НЕКРАСОВСКАЯ,21.03.2024,7604.0
4255,Коптево,1698.0,Московское центральное кольцо,21.03.2024,7221.0
4256,Коньково,15.0,КАЛУЖСКО-РИЖСКАЯ,21.03.2024,15178.0
4257,Комсомольская,8.0,СОКОЛЬНИЧЕСКАЯ,21.03.2024,8934.0
4258,Комсомольская,609.0,КОЛЬЦЕВАЯ,21.03.2024,14987.0
4259,Коммунарка,8.0,СОКОЛЬНИЧЕСКАЯ,21.03.2024,12083.0
4260,Коломенская,9.0,ЗАМОСКВОРЕЦКАЯ,21.03.2024,2757.0
4261,Кожуховская,18.0,ЛЮБЛИНСКАЯ,21.03.2024,16034.0
4262,Кленовый бульвар,1749.0,Большая кольцевая линия,21.03.2024,16062.0
4263,Китай-город,15.0,КАЛУЖСКО-РИЖСКАЯ,21.03.2024,10451.0
4264,Китай-город,16.0,Таганско-краснопресненская,21.03.2024,1627.0
4265,Киевская,13.0,ФИЛЁВСКАЯ,21.03.2024,3927.0
4266,Киевская,12.0,Арбатско-Покровская,21.03.2024,17268.0
4267,Киевская,609.0,КОЛЬЦЕВАЯ,21.03.2024,14821.0
4268,Каширская,1749.0,Большая кольцевая линия,21.03.2024,10645.0
4269,Каширская,9.0,ЗАМОСКВОРЕЦКАЯ,21.03.2024,19396.0
4270,Каширская,11.0,КАХОВСКАЯ,21.03.2024,15080.0
4271,Каховская,11.0,КАХОВСКАЯ,21.03.2024,11385.0
4272,Каховская,1749.0,Большая кольцевая линия,21.03.2024,14680.0
4273,Кантемировская,9.0,ЗАМОСКВОРЕЦКАЯ,21.03.2024,4828.0
4274,Калужская,15.0,КАЛУЖСКО-РИЖСКАЯ,21.03.2024,13247.0
4275,К,1749.0,Большая кольцевая линия,21.03.2024,10945.0
4276,Измайловская,12.0,Арбатско-Покровская,21.03.2024,12147.0
4277,Измайлово,1698.0,Московское центральное кольцо,21.03.2024,5136.0
4278,Зябликово,18.0,ЛЮБЛИНСКАЯ,21.03.2024,1399.0
4279,Зюзино,1749.0,Большая кольцевая линия,21.03.2024,5804.0
4280,Зорге,1698.0,Московское центральное кольцо,21.03.2024,2313.0
4281,ЗИЛ,1698.0,Московское центральное кольцо,21.03.2024,1875.0
4282,Жулебино,16.0,Таганско-краснопресненская,21.03.2024,18553.0
4283,Дубровка,18.0,ЛЮБЛИНСКАЯ,21.03.2024,5884.0
4284,Дубровка,1698.0,Московское центральное кольцо,21.03.2024,13501.0
4285,Достоевская,18.0,ЛЮБЛИНСКАЯ,21.03.2024,14967.0
4286,Домодедовская,9.0,ЗАМОСКВОРЕЦКАЯ,21.03.2024,11721.0
4287,Добрынинская,609.0,КОЛЬЦЕВАЯ,21.03.2024,11366.0
4288,Дмитровская,17.0,Серпуховско-Тимирязевская,21.03.2024,10758.0
4289,Динамо,9.0,ЗАМОСКВОРЕЦКАЯ,21.03.2024,16280.0
4290,Деловой центр,1749.0,Большая кольцевая линия,21.03.2024,7225.0
4291,Деловой центр,1691.0,Солнцевская,21.03.2024,14495.0
4292,Давыдково,1749.0,Большая кольцевая линия,21.03.2024,10836.0
4293,Говорово,1691.0,Солнцевская,21.03.2024,6947.0
4294,Выхино,16.0,Таганско-краснопресненская,21.03.2024,7532.0
4295,Воронцовская,1749.0,Большая кольцевая линия,21.03.2024,13204.0
4296,Воробьёвы горы,8.0,СОКОЛЬНИЧЕСКАЯ,21.03.2024,13729.0
4297,Волоколамская,12.0,Арбатско-Покровская,21.03.2024,17548.0
4298,Волжская,18.0,ЛЮБЛИНСКАЯ,21.03.2024,12097.0
4299,Волгоградский проспект,16.0,Таганско-краснопресненская,21.03.2024,17992.0
4300,Войковская,9.0,ЗАМОСКВОРЕЦКАЯ,21.03.2024,6390.0
4301,Водный Стадион,9.0,ЗАМОСКВОРЕЦКАЯ,21.03.2024,16110.0
4302,Владыкино,17.0,Серпуховско-Тимирязевская,21.03.2024,6826.0
4303,Владыкино,1698.0,Московское центральное кольцо,21.03.2024,12531.0
4304,Верхние Лихоборы,18.0,ЛЮБЛИНСКАЯ,21.03.2024,11078.0
4305,Верхние Котлы,1698.0,Московское центральное кольцо,21.03.2024,3368.0
4306,ВДНХ,15.0,КАЛУЖСКО-РИЖСКАЯ,21.03.2024,16699.0
4307,Варшавская,11.0,КАХОВСКАЯ,21.03.2024,17649.0
